"original_text","simplified_kindergarten","simplified_primary_school","simplified_secondary_school"
"The New York Saints are a former member of the National Lacrosse League. They played at the Nassau Coliseum in Uniondale, New York, from 1989 to 2003. They became an inactive team after the 2002–03 season and were officially defunct in 2006. The Saints had played in the Major Indoor Lacrosse League from 1987 to 1988 in New Jersey (at Brendan Byrne Arena) as the New Jersey Saints. The Saints won the 1988 MILL championship. Awards and honors All-time record Playoff results Defunct National Lacrosse League teams Sports in Long Island Lacrosse teams in New York (state) Lacrosse clubs established in 1989 Lacrosse clubs disestablished in 2003 Major Indoor Lacrosse League teams 1999 establishments in New York (state) 2003 disestablishments in New York (state)","The Saints played at a big arena in New York. They were part of the league before. The team was inactive for a long time and stopped playing after 2002-03 season. The Saints won something called the MILL championship.","The New York Saints were a team that played lacrosse. They used to play at the Nassau Coliseum in Uniondale, New York. The Saints stopped playing after one season and became inactive again. 

They also played in another league called Major Indoor Lacrosse League. The Saints won a championship in 1988.","The New York Saints were a team that played lacrosse from 1987 to 1988. They played at the Nassau Coliseum in Uniondale, New York. The team was inactive after the 2002-03 season and officially ended in 2006. The Saints won the Major Indoor Lacrosse League championship in 1988."
"In criminology the term situational offender is used in several meanings, their common denominator being nontypical character of the offense in question for the person according to some criteria. General criminology Following the classical study of Martin R. Haskell and Lewis Yablonsky Criminology - Crime and Criminality (1974), a situational offender, as opposed to a career criminal, is a person who committed a crime under certain circumstances, but normally is not inclined to commit crimes and is unlikely to repeat the offense. Sex crimes In sex crimes, a situational sex offender is one whose offense is associated with situational sexual behavior, i.e., sexual behavior different from the person's usual habits. This term is in an opposition to the preferential offender, whose offense is associated with the person's preferential behavior. For example, a preferential child molester is exclusively involved with children, whereas the situational ones are normally engaged in sexual behavior within their peer group. References Criminology","In criminology, people who do bad things are called offenders.
Some people commit crimes because of certain reasons.
They might not like to do bad things and won't keep doing them.

Sex crimes happen when someone does something naughty with their body.
This is different from how they usually behave.
It's the opposite of a person who likes to hurt others.","In criminology, some people who commit crimes have a special way of doing it that's different from what they usually do. This is called being a ""situational offender"". They might do something naughty in certain situations but not often.

Some people who do bad things are called ""sex offenders"" because their actions are linked to sexual behavior, like having sex with someone or doing other kinds of sex. These people don't usually have sex with others on purpose and won't keep doing it again.

These two types of offenders are different from each other.","In criminology, a situational offender is someone who commits a crime under certain circumstances but usually doesn't repeat it. This type of person is not inclined to commit crimes and tends to follow the rules. In contrast, a career criminal is someone who typically commits crimes and has a history of doing so."
"we will consider two special families of polynomial perturbations of the linear center . for the resulting perturbed systems , which are generalized linard systems , we provide the exact upper bound for the number of limit cycles that bifurcate from the periodic orbits of the linear center . limit cycle , linard system , periodic orbit","we will look at two special kinds of changes to a special kind of circle. 

linear center
special families
polynomial perturbations
generalized linard systems
limit cycles
linard system
periodic orbits","we will look at two special kinds of changes to a simple system. 

For these changed systems, we can find exactly how many times they might have more than one path that goes around in circles. This is called limit cycles.

limit cycle, linard system","We will consider two special families of polynomial perturbations of the linear center. For the resulting generalized Lindstedt systems, we provide an exact upper bound for the number of limit cycles that bifurcate from the periodic orbits of the linear center."
"A jug is a type of container commonly used to hold a liquid. Jug may also refer to: Places The Jug, an island in West Virginia, United States Jug Rock, a natural geological formation outside of Shoals, Indiana, United States Jug Sport Hall, an indoor arena in Osijek, Croatia Cepotina, a Serbian Army base also known as Jug Jug II, a city district of Osijek, Croatia Slang Jugs, a slang term for women's breasts, especially large ones Jug, a slang term for prison Australian term for an electric kettle, New Zealand term for a kettle People Jug (nickname) Jug Suraiya, Indian journalist, author and columnist Jug (surname) Other uses Jug, a nickname for the P-47 Thunderbolt fighter aircraft VK Jug, a water polo club from Dubrovnik, Croatia Jug (instrument), used for rhythmic bass accompaniment Jug wine, a term used for inexpensive table wine Jug Tavern, a historic structure in Ossining, New York, United States Jug (album), by jazz saxophonist Gene Ammons Jug fishing, a method of fishing that uses lines suspended from floating jugs See also Juggs, a U.S. soft-core pornographic magazine Jugging","A jug is a container to hold liquid.
Jug can be a place or an island.
There are different kinds of jugs.
Some people call them ""jugs"" for their shape.
Other names include ""jug rock"", ""jug sport hall"".
People also use the word ""jug"" to describe breasts.","A jug is a container to hold liquids. It can be called The Jug or places like West Virginia in the United States. There's also a special rock outside of Shoals, Indiana. A jug is also an indoor arena in Osijek, Croatia. Some people call it Cepotina. Jugs are sometimes used for cooking and heating food. They're also known as electric kettles.","A jug is a container used to hold liquids. It can be referred to as The Jug, an island in West Virginia or Jug Rock, a geological formation outside of Indiana. There are also places called Jug Sport Hall and Jug wine.

In some cultures, the term ""jug"" is used for women's breasts, especially large ones. In Australia, it refers to an electric kettle. People often call someone by this nickname as well.

Jug is also a slang term for prison or a kettle in New Zealand. Another name for the P-47 Thunderbolt fighter aircraft is VK Jug.

There are also several other uses for the term ""jug"". It can be used as a nickname for people, like Jug Suraiya, an Indian journalist and author."
"The Gerald Lampert Memorial Award is made annually by the League of Canadian Poets to the best volume of poetry published by a first-time poet. It is presented in honour of poetry promoter Gerald Lampert. Each winner receives an honorarium of $1000. Winners and nominees References External links League of Canadian Poets Canadian poetry awards First book awards Awards established in 1981 1981 establishments in Canada","The award is given to the best poem.
It's for new poets who write good poems.
They get money.","The Gerald Lampert Memorial Award is given by the League of Canadian Poets to the best book of poetry written by a new poet. It's an award that honors poets who write about poetry. The winner gets $1000 and their work is recognized. This award was started in 1981.","The Gerald Lampert Memorial Award is given annually by the League of Canadian Poets to the best volume of poetry published by a first-time poet. It's presented in honor of poetry promoter Gerald Lampert. The winner receives $1000 and the runner-up gets a smaller award. This award was established in 1981."
"Balaenicipitidae is a family of birds in the order Pelecaniformes, although it was traditionally placed in Ciconiiformes. The shoebill is the sole extant species and its closest relative is the hamerkop (Scopus umbretta), which belongs to another family. It has the following genera: Balaeniceps †Goliathia (might belong in Balaeniceps) †Paludiavis Common characteristics A sharp hooked tip to the upper beak A furrow in the upper beak below the nasal openings An ossified septum Vestigial or absent expansor secundariorum muscle References Bird families Taxa named by Charles Lucien Bonaparte","Balaeniceps has a sharp point on its beak. It has a groove in the beak. It is very good at catching fish.","Balaenicipitidae is a family of birds. They are in the order Pelecaniformes. There's only one kind of bird that lives right now called the shoebill. Its closest friend is another type of bird called the hamerkop. 

The shoebill has some special features like a sharp point on its beak and a line below where it puts its nose in. It also has strong muscles that help hold its beak together.","Balaenicipitidae is a family of birds. They are part of the order Pelecaniformes. The shoebill is the only living species and its closest relative is the hamerkop. It has distinctive features such as a sharp hooked beak tip and an upper beak with a furrow below the nasal openings."
"The following is a list of the 799 communes in the French department of Aisne. The communes cooperate in the following intercommunalities (as of 2020): Communauté d'agglomération Chauny Tergnier La Fère Communauté d'agglomération du Pays de Laon Communauté d'agglomération de la Région de Château-Thierry Communauté d'agglomération du Saint-Quentinois CA GrandSoissons Agglomération Communauté de communes du Canton de Charly-sur-Marne Communauté de communes du Canton d'Oulchy-le-Château Communauté de communes de la Champagne Picarde Communauté de communes du Chemin des Dames Communauté de communes de l'Est de la Somme (partly) Communauté de communes du Pays de la Serre Communauté de communes du Pays du Vermandois Communauté de communes Picardie des Châteaux Communauté de communes des Portes de la Thiérache Communauté de communes Retz en Valois Communauté de communes de la Thiérache du Centre Communauté de communes Thiérache Sambre et Oise Communauté de communes des Trois Rivières Communauté de communes du Val de l'Aisne Communauté de communes du Val de l'Oise References Aisne","Here is the simplified text:

There are 799 towns in France. They work together.

They have some special groups.","Here is the simplified text:

There are 799 towns in France called communes. These towns work together to form some groups.

These groups include:
- Chauny and Tergnier
- La Fère
- The town of Laon
- Château-Thierry
- The Saint-Quentinois region
- GrandSoissons
- Charly-sur-Marne
- Oulchy-le-Château
- Marne
- Charenton-en-Câmeraux
- Compiègne
- Soissons
- Saint-Quentin
- Mont-Saint-Aignan
- Saint-Omer","Here is the simplified text:

The 799 communes in the French department of Aisne work together in several intercommunalities. As of 2020, these include: 

- Communauté d'agglomération Chauny Tergnier La Fère 
- Communauté d'agglomération du Pays de Laon
- Communauté d'agglomération de la Région de Château-Thierry
- Communauté d'agglomération du Saint-Quentinois
- CA GrandSoissons Agglomération 
- Agglomération Communauté de communes du Canton de Charly-sur-Marne 
- Communauté de communes du Canton d'Oulchy-le-Château 
- Communauté de communes de la Champagne Picarde 
- Communauté de communes du Chemin des Dames 
- Communauté de communes de l'Est de la Somme (partially) 
- Communauté de communes du Pays de la Serre 
- Communauté de communes du Pays du Vermandois 
- Communauté de communes Picardie des Châteaux 
- Communauté de communes des Portes de la Thiérache 
- Communauté de communes Retz en Valois 
- Communauté de communes de la Thiérache du Centre 
- Communauté de communes Thiérache Sambre et Oise 
- Communauté de communes des Trois Rivières 
- Communauté de communes du Val de l'Aisne 
- Communauté de communes du Val de l'Oise"
"Melisende was a popular French name in the Middle Ages, and may refer to: Melisende, Queen of Jerusalem (1105–1161), Queen regnant of the Kingdom of Jerusalem Melisende, Viscountess of Châteaudun (died before 1040) Melisende of Arsuf (born before 1177), French noblewoman Melisende of Lusignan (1200–after 1249), Princess of Antioch Melisende of Montlhéry, grandmother of Melisende of Jerusalem Melisende of Piquigny, possible mother of Godfrey de Saint-Omer (11th–12th century) Melisende of Tripoli (fl. c. 1160), Cousin of the King of Jerusalem See also Melisande (disambiguation) Millicent (disambiguation)","Melisende was a name in France a long time ago.
She was Queen of Jerusalem and had kids there.
She had some cousins who were kings.","Melisende was a very famous name in France during the Middle Ages. She was Queen of Jerusalem and ruled from 1105 to 1161. 

She also had some relatives who were nobles or princesses. One of them was born before 1177. Another one was born around 1200.

There's another Melisende, but she lived a long time ago. Her family might have been related to the King of Jerusalem.","Melisende was a popular name in medieval France and may refer to:

- Queen Melisende of Jerusalem (1105–1161)
- Melisende, Viscountess of Châteaudun
- Melisende of Arsuf
- Princess Melisende of Antioch
- Melisende of Montlhéry"
"Anab (Anav) is a city mentioned in the Bible. It was one of the cities in the mountains of Judah from which Joshua expelled the Anakim. History Anav was located at the site of today's Khirbet Anab. It lies among the hills, south-south-west of Hebron, in the West Bank. Anab is mentioned in Joshua 11:21 -- ""And Joshua came at that time, and cut off the Anakim from the hill-country, from Hebron, from Debir, from Anab, and from all the hill-country of Judah, and from all the hill-country of Israel; Joshua utterly destroyed them with their cities."" -- Jewish Publication Society translation (1917). Later, Joshua 15:50 lists Anab as one of a number of sites incorporated into the hilly parts of the territory of the Tribe of Judah. References Book of Joshua Hebrew Bible cities Anakim Archaeological sites in the West Bank Tribe of Judah","Anab is a city in the Bible. It was in mountains near Hebron. Today it's called Khirbet Anab.","Anab is a city mentioned in the Bible. It was one of the cities in the mountains where Joshua got rid of some people called Anakim. 

A long time ago, Anab was located near today's place called Khirbet Anab. This is where you can still find hills and mountains now.","Anab is a city mentioned in the Bible. It was one of several cities in the mountains of Judah where Joshua expelled the Anakim people. Today, Khirbet Anab is located near Hebron in the West Bank. The site is situated among hills south-west of Hebron."
"Bromide can refer to: In language: Bromide (language), a figure of speech meaning a tranquilizing phrase, cliché or platitude used as a verbal sedative In chemistry: Bromide, the anion of bromine, or any ionic salt containing bromide as the only anion, or (as a common name) any covalent compound containing bromine in the -1 oxidation state. Potassium bromide, an anticonvulsant and sedative (most pharmacologic information is here) Sodium bromide, an anticonvulsant and sedative In photography Bromide paper, paper coated with an emulsion of silver bromide, used primarily for photographic prints In Japanese culture Bromide (Japanese culture), commercial photographic portraits of celebrities including geisha, singers, actors and sports-people In geography Bromide, Oklahoma, a small village in the southern central part of the state. Bromide Basin, a basin in Utah","Bromide is a word that means: 
It's used to calm people down.
It's also called a phrase or saying.
It can be found in many things.
People use it to make them feel better.","Bromide can refer to two things:

* A phrase that helps people feel calm when they talk.
* A type of salt or chemical that contains bromine.
* A medicine called potassium bromide that helps with seizures and sleep.
* A type of paper used for making pictures, especially in Japan.
* A small town in the United States called Bromide.
* A large basin in Utah where a special kind of rock is found.","Bromide can refer to:

* A figure of speech used as a verbal sedative
* The anion of bromine or any ionic salt containing bromide as the only anion
* Covalent compounds containing bromine in the -1 oxidation state
* Potassium bromide, an anticonvulsant and sedative
* Sodium bromide, an anticonvulsant and sedative
* A type of photographic paper coated with silver bromide
* Commercial photographs of celebrities in Japan
* The name for a village in Oklahoma in the United States
* A geographic term referring to a basin in Utah"
"(CNN) -- Investigators in the case of a missing Indiana University student hope forensic evidence will help them determine whether a decomposing body found in a creek Monday north of Indianapolis is connected with the disappearance of Lauren Spierer. Bloomington police are in contact with the Indianapolis Metropolitan police, the agency that recovered the body, but there is not enough information for police to ""determine the identity or a basic description of the body,"" Lt. William Parker said in a statement. Parker hopes a pending forensic examination will provide more information, his statement said. CNN affiliates reported an autopsy on the female body will be performed Tuesday. Bloomington police have been searching for Spierer, 20, since June 2, when she was last seen leaving a sports bar in Bloomington after a night out with friends. In mid-June, police had found possible new clues to Spierer's disappearance -- images of a white pick-up truck caught on a security surveillance video. But they ruled out a connection and were back to square one. Officials have received thousands of tips but none so far have yielded anything concrete.","Indiana University student Lauren Spierer is missing. Police found her body in a creek near Indianapolis. They want to know if it's connected to another person who disappeared. They are looking at the body now.","(CNN) - Police in Indiana are trying to figure out if the body found in a creek near Indianapolis is connected to Lauren Spierer's disappearance. They want to know more about the person who died because of how they looked and what happened to them. The police have been looking for Lauren since she went missing on June 2nd after going to a bar with friends.","Indiana University students are investigating the case of missing student Lauren Spierer. Police in Bloomington are working with Indianapolis police to find her. A body was found in a creek north of Indianapolis and forensic experts hope it will help determine if Spierer is connected to her disappearance. The police have not been able to identify the person or describe the body yet, but they plan to get more information through an autopsy on Tuesday."
"For many, Cristiano Ronaldo is currently the best player on the planet ahead of nearest rival Lionel Messi. With over 100million 'likes' on Facebook and 30m fans following him on Twitter, the Real Madrid and Portugal star is easily one of the most famous faces in football and for that reason huge companies across the globe clamber for a piece of Ronaldo. Here, Sportsmail shows you Ronaldo's incredible list of sponsorship endorsements which net him approximately £26.5million a year (and his earnings jump to £41.5m a year when you factor in his Real wage!) We're not sure how much KFC he eats though, with that physique... Cristiano Ronaldo has more than 100million Facebook likes and over 30million followers on Twitter . Cristiano Ronaldo and his Real Madrid team-mates braved adverse weather during Tuesday's training session . Ronaldo pulls his snood over his head during Real Madrid's training session on Tuesday evening . Ronaldo gives a thumbs up to his fans who waited to catch a glimpse of the frontman outside the Hilton hotel . VIDEO Liverpool host Real in European epic .","Cristiano Ronaldo is very good at football. He has many friends and people like watching him play.

Many people like Cristiano Ronaldo on Facebook and Twitter. They also watch him play for his team. 

He gets a lot of money from selling things to companies that want to be near him.","Cristiano Ronaldo is very famous and people all around the world like him. He has many friends on social media sites like Facebook and Twitter. 

He gets a lot of money from companies that want to be his friend. This helps him buy things he likes.

Cristiano Ronaldo is also very good at football, which means he's really good at playing soccer. Many people watch him play and cheer for him.

Some big companies want to work with Cristiano Ronaldo because they think he can help them sell their products.","Cristiano Ronaldo is widely considered one of the best football players in the world. He has over 100 million Facebook likes and 30 million followers on Twitter. Many companies around the globe want to work with him because of his fame.

Ronaldo earns a lot of money from sponsorship deals, including £26.5 million per year. His Real Madrid salary is also included in that amount."
"(CNN) -- More than 4,000 passengers and crew were stuck on a cruise ship since an engine room fire cut power and left the ship listing four days ago. Passengers confirmed uncomfortable conditions aboard the Carnival Triumph, saying urine and feces streamed in the halls and down walls after toilet facilities failed. The smells from waste and spoiling food, as well as a lack of air conditioning, have made it a trip to remember. As the ship was slowly pulled to a dock in Mobile, Alabama, frustrated passengers shared their thoughts and stories on social media sites such as Twitter, Facebook and Instagram. You can read their stories below. . If you're unable to see the Storify page above, please click this link.","Passengers are stuck on a ship.
The ship is not working right now.
People are using toilets but they don't work.
There's bad smell and yucky food.
Many people are unhappy.","(CNN) - Many people were stuck on a big cruise ship for four days because one of its engines caught fire and made it hard to turn the ship around. The engine room was very hot and made bad smells that went into the air and onto the floor. People who were on the ship said they had to use the bathroom very badly, with urine and poop coming out. They also didn't have enough cool air to make them feel comfortable. Many people took pictures of what happened on their phones and shared them online.","(CNN) - Over 4,000 passengers and crew were stranded on a cruise ship after an engine room fire caused power loss and left it listing four days ago. The situation was described by passengers as uncomfortable due to the smell of urine and feces in the hallways and walls. The lack of air conditioning added to the problem."
"a pedagogical overview of strange quark matter and strange stars is presented . after a historical notation of the research and an introduction to quark matter , a major part is devoted to the physics and astrophysics of strange stars , with attention being paid to the possible ways by which neutron stars and strange stars can be distinguished in astrophysics . recent possible evidence for _ bare _ strange stars is also discussed . # 1_#1 _ # 1_#1 _ = # 1 1.25 in .125 in .25 in","a special look at quarks and stars 
quarks are tiny things that make up stars
stars are big balls of fire
neutron stars are very small and heavy
they can be hard to see","A teacher explains about strange quark matter and strange stars.

They talk about how scientists have studied these things for a long time.
Then they tell you about the science behind strange stars.
They look at how neutron stars and strange stars are different from each other.
Scientists also discuss some possible ways to find out if there are really strange stars.","A pedagogical overview of strange quark matter and strange stars is presented. After a historical note on the research, an introduction to quark matter is given. The physics and astrophysics of strange stars are discussed, with attention paid to how neutron stars and strange stars can be distinguished in astrophysics. Recent possible evidence for these objects is also explored."
"The year 618 BC was a year of the pre-Julian Roman calendar. In the Roman Empire, it was known as year 136 Ab urbe condita . The denomination 618 BC for this year has been used since the early medieval period, when the Anno Domini calendar era became the prevalent method in Europe for naming years. Events King Qing of Zhou succeeds his father King Xiang of Zhou as ruler of the Chinese Zhou Dynasty. Births Deaths Duke Gong of Cao, ruler of the state of Cao References","The year 618 BC was a special year in ancient Rome. It is called year 136 from the Roman calendar.

A long time ago, people used different ways to count years. Now we use a new way that started many years ago. 

King Qing of China became king after his father King Xiang.","The year 618 BC was a special time in ancient Rome. It is also known as 136 AD because it happened before the new way of counting years called the Anno Domini calendar started to be used in Europe. A long time ago, people used another method to count years. Now we use this new way.","The year 618 BC was a significant time in ancient Rome's calendar. In Roman times, it was known as year 136 Ab urbe condita. The use of this date has continued into modern times, with the Anno Domini calendar becoming widely used for naming years in Europe. King Qing of Zhou became ruler of China after his father King Xiang."
"we report on a concept inventory for special relativity : the development process , data analysis methods , and results from an introductory relativity class . the relativity concept inventory tests understanding of kinematic relativistic concepts . an unusual feature is confidence testing for each question . this can provide additional information ; for example high confidence correlated with incorrect answers suggests a misconception . a novel aspect of our data analysis is the use of monte carlo simulations to determine the significance of correlations . this approach is particularly useful for small sample sizes , such as ours . our results include a gender bias that was not present in other assessment , similar to that reported for the force concept inventory .","we test how well we understand special relativity. 
we look at how we did on it.
special relativity is about moving fast. 
we try to figure out if our answers are right.

confidence tests help us know for sure. 
if we got a high score, it might mean something wrong. 
monte carlo simulations help us see if things really matter. 

small groups helped us learn more. 
our results were different from others.","We talked about special relativity. We looked at how we did it and what we found out.

This is called a ""concept inventory"". It helps us understand some important ideas about special relativity.

We tested our understanding of these ideas by answering questions. This helped us see if we got the answers right or not.

Some people asked for extra help, like they were unsure. We used something called ""confidence testing"" to make sure they knew what was correct.

This helps us learn more and makes it easier to understand special relativity better.

We also looked at how well our results matched up with other tests we did before. This helped us see if there were any mistakes or misunderstandings.

Our test included a question about gender, which is something that might not have been asked in some of the other tests.","We've been asked to simplify the text while keeping its technical content and nuance intact. Here's the revised version:

Our report focuses on a special relativity concept inventory. It tests understanding of key kinematic concepts in an introductory class. The test includes questions that can help identify misconceptions, such as high confidence levels suggesting incorrect answers.

A unique aspect is using Monte Carlo simulations to analyze correlations between variables. This method helps with small sample sizes like ours. Our results show a gender bias not present in other assessments, similar to findings reported for the force concept inventory."
"The sixth suspect in the gang rape and killing of a 23-year-old woman is a minor and will be tried in juvenile court, police said Monday. The 17-year-old boy, whose name has not been released, was arrested by police in December and accused of taking part in the December 16 assault aboard a New Delhi bus. Police said the suspects attacked the woman and her male companion on a bus, robbed them and dumped them by the side of the road. The woman was badly injured in the attack. She died two weeks later after being flown to Singapore for treatment. The man survived. The five adult suspects are being tried in a ""fast-track"" court designed to bypass red tape. Hearings began last week, but details about what happens in court cannot be reported under a judge's ruling imposing restrictions on coverage of the case. The case has gripped India and led to calls for stricter laws on sexual assault and changes in cultural attitudes toward women in India, where most women have stories of sexual harassment and abuse on public transportation or on the streets, according to the Indian Council on Global Relations.","The police found a boy. He is 17 years old. The boy did bad things. 

A woman was hurt. She died. The man was also hurt. They were hurt by someone else.","There is a man who was very badly hurt by someone. This person did something bad with another woman. The police found out about what happened and arrested the man. He will go to court for a long time because he did something wrong. The other people involved in the bad thing are also going to court, but it's taking longer. They want to make sure everyone is treated fairly.","A 17-year-old boy was arrested by police in December for taking part in a gang rape that happened on a bus in New Delhi. The victim was badly injured and died two weeks later after being flown to Singapore for treatment. A man survived the attack. Five adult men are being tried in a special court designed to speed up the process, despite restrictions imposed by a judge on what can be reported about the case."
"Paul Alexandre René Janet (30 April 1823 – 4 October 1899) was a French philosopher and writer. Biography Born in Paris, he became professor of moral philosophy at Bourges (1845–1848) and Strasbourg (1848–1857), and of logic at the lycée Louis-le-Grand, Paris (1857–1864). In 1864 he was appointed to the chair of philosophy at the Sorbonne, and elected a member of the academy of moral and political sciences. He wrote widely on philosophy, politics and ethics, on idealistic lines: La Famille, Histoire de la philosophie dans l'antiquité et dans le temps moderne, Histoire de la science politique, Philosophie de la Revolution Française, etc. However, in the opinion of 1911 Encyclopædia Britannica, these writings are not characterised by much originality of thought. In philosophy he was a follower of Victor Cousin, and through him of G. W. F. Hegel. His principal work, Théorie de la morale, owes much to Immanuel Kant. Works The Materialism of the Present Day, a Critique of Dr. Büchner's System Notes References External links 1823 births 1899 deaths University of Bourges faculty University of Strasbourg faculty University of Paris faculty French philosophers French essayists École Normale Supérieure alumni French male essayists","Paul Alexandre René Janet was a man who liked to write. He lived in France and taught about philosophy.","Paul René Janet was a very smart man who lived in France. He liked to write about big ideas like how people should behave and what is right and wrong. 

He started teaching at different schools in Paris when he was young. Later, he became the teacher of philosophy at some universities. He also taught logic.

In 1864, he got a very important job as the head of the philosophy department at a big university called the Sorbonne. Many people thought his ideas were not new or interesting enough. 

Janet liked to read and write about many different subjects, including how people should behave and what is right and wrong. He also studied some famous philosophers like G.W.F. Hegel.

He wrote many books on these topics.","Paul Alexandre René Janet was a French philosopher and writer born in Paris. He studied at various universities, including the Sorbonne, where he became an assistant professor of philosophy. In 1864, he took over as chair of philosophy at the Sorbonne and later became a member of the Academy of Moral and Political Sciences."
"This is a list of tariffs and trade legislation: List of tariffs in Canada List of tariffs in China List of tariffs in France List of tariffs in Germany List of tariffs in India List of tariffs in Pakistan List of tariffs in Russia List of tariffs in South Africa List of tariffs in the United Kingdom List of tariffs in the United States History of international trade International trade-related lists","Here is the simplified text:

What are rules for trading things?","Here is the simplified text:

This list shows what rules Canada and other countries have to follow when trading with each other. It also includes information about how different countries handle certain goods.

List of tariffs in Canada
List of tariffs in China
List of tariffs in France
List of tariffs in Germany
List of tariffs in India
List of tariffs in Pakistan
List of tariffs in Russia
List of tariffs in South Africa
List of tariffs in the United Kingdom
List of tariffs in the United States","Tariffs and trade legislation in various countries:

- Canada
- China
- France
- Germany
- India
- Pakistan
- Russia
- South Africa
- UK
- US"
"Fallen Leaf Lake, once called Dead Lake, is a lake in Camas, Washington. Once home to Dead Lake Cemetery, its graves were moved to Camas Cemetery in 1984. This property had been owned by the local Camas paper mill for decades. Most recently, the mill was owned by the Georgia-Pacific Corporation, a subsidiary of Koch Industries, Inc. In 2011, the property surrounding Fallen Leaf Lake was purchased from Koch RP Holdings I, LLC by the City of Camas, Washington for use as a city park. References Camas, Washington Lakes of Clark County, Washington Lakes of Washington (state)","Fallen Leaf Lake is in Camas, Washington. 
It was called Dead Lake.
People moved the dead people's graves there.
The mill owned it for a long time.
Now it's used as a park by the city of Camas.","Fallen Leaf Lake is a lake in a town called Camas. It was once called Dead Lake. A long time ago, people buried their dead there. They moved the graves to another cemetery in Camas. The old paper mill owned this land for many years. In 2011, the city of Camas bought it from a big company called Koch Industries.","Fallen Leaf Lake is located in Camas, Washington. It was once called Dead Lake and had graves at Dead Lake Cemetery. The cemetery moved to Camas Cemetery in 1984. The property has been owned by the local paper mill for many years. In 2011, the mill sold its land around Fallen Leaf Lake to the City of Camas."
"In telecommunication, the Aeronautical Emergency Communications System Plan (AECS) provides for the operation of aeronautical communications stations, on a voluntary, organized basis, to provide the President and the Federal Government, as well as multiple heads of state and local governments, or their designated representatives, and the aeronautical industry with an expeditious means of communications during an emergency. References Title 47 of the Code of Federal Regulations Telecommunications in the United States Emergency communication","The AECS helps people talk to each other when there is trouble. It's like a special plan for talking on the phone or sending messages during an emergency.","The Aeronautical Emergency Communications System Plan is for helping people who need to talk quickly and safely during emergencies. It's like a special plan that helps keep important people connected when there's trouble.","The Aeronautical Emergency Communications System Plan (AECS) is a plan for aeronautical communications stations to provide emergency communication services to government officials and other organizations during an emergency."
"Corneille is a given name and surname. Notable people with the name include: Given name Corneille of Berghes (1490?–1560?), Prince-bishop of Liège Corneille of Burgundy (1420–1452), an illegitimate son of Philip the Good, Duke of Burgundy Corneille de Lyon (died 1575), Dutch portrait painter Corneille Guillaume Beverloo (1922–2010), Dutch painter Corneille Cacheux (1687–1738), French pipe-organ maker Corneille Ewango, Congolese environmentalist Corneille Heymans (1892–1968), Belgian physiologist Surname Marcelle Corneille (1923–2019), Canadian administrator and educator Mark Corneille (born 1986), English footballer Michel Corneille the Elder (c. 1601–1664), French painter, etcher, and engraver Michel Corneille the Younger (1642–1708), French painter, etcher and engraver, son of the above Pierre Corneille (1606–1684), French dramatist Thomas Corneille (1625–1709), French dramatist Stage name Corneille (singer), stage name of Rwandan–Canadian rhythm and blues singer Cornelius Nyungura (born 1977) See also Lycée Corneille (disambiguation), schools Masculine given names","Corneille is a name. People with this name are: 
- A man named Corneille of Berghes
- A prince-bishop in Belgium
- A son of Philip the Good
- A painter from France
- An environmentalist
- A pipe-maker
- A scientist","Corneille is a name that can be used for both men and women. Some people with the name include:

- A man named Corneille who lived in France from 1490 to 1560.
- A prince-bishop of Liège named Corneille who was born around 1420.
- A son of Philip the Good, a king of Burgundy, named Corneille de Lyon who died in 1575.
- A Dutch painter named Corneille Guillaume Beverloo who lived from 1922 to 2010.
- A French pipe organ maker named Corneille Ewango who was born around 1892 and died in 1968.
- A Congolese environmentalist named Corneille Heymans who lived from 1892 to 1968.
- A Belgian scientist named Marcelle Corneille who lived from 1923 to 2019.
- An administrator and educator named Mark Corneille who was born in Canada around 1986.
- A French footballer named Michel Corneille the Elder who lived from around 1601 to 1664.
- A French painter, etcher, and engraver named Michel Corneille the Younger who lived from 1642 to 1708.
- A French dramatist named Pierre Corneille who was born in France around 1606.
- A French writer named Thomas Corneille who lived from 1625 to 1709.","Corneille is a name that can refer to different people. Some notable individuals with the name include:

- Given name Corneille of Berghes (1490–1560?), Prince-bishop of Liège
- Son of Philip the Good, Duke of Burgundy
- Painter in the Netherlands
- Environmentalist from Congo
- Physiologist and administrator
- Administrator in Canada
- Footballer born in England"
