"original_text","simplified_kindergarten","simplified_primary_school","simplified_secondary_school"
"(CNN) -- Google is well known for its elaborate campuses, offering employees extensive food choices, free haircuts, subsidized massages and plenty of ping pong. Some of the perks are built into its work spaces, such as a rock-climbing wall at its Boulder, Colorado, office or an indoor bicycle lane in Amsterdam. But overall, the tech industry has been setting the bar high for office aesthetics, using bright, open spaces and striking art. Here is a look inside -- and, in some cases, outside -- the offices of a few major technology companies.","google is well known for its elaborate campuses. some of the perks are built into its work","google is well known for its elaborate campuses. some of the perks are built into its work","google is well known for its elaborate campuses. some of the perks are built into its work"
"selected results of original numeric simulations of non - linear magnetostatic spin waves and microwave - frequency magnetic chaos in ferrite films are expounded , as third part of the work whose first two parts are recent arxive preprints 1204.0200 and 1204.2423 . especially we consider crucial role of parametric processes in creating the chaos and simultaneously obstacles to its synchronization , and examine some possibilities of good enough synchronization ( to an extent allowing its use for direct secure communication in microwave band ) .","numeric simulations of non - linear magnetostatic spin waves and microwave - frequency magnetic","numeric simulations of non - linear magnetostatic spin waves and microwave - frequency magnetic","numeric simulations of non - linear magnetostatic spin waves and microwave - frequency magnetic"
"we report scattering lengths for the @xmath0 , @xmath1 and @xmath2 adiabatic molecular potentials relevant to collisions of two metastable @xmath3 helium atoms as a function of the uncertainty in these potentials . these scattering lengths are used to calculate experimentally observable scattering lengths , elastic cross sections and inelastic rates for any combination of states of the colliding atoms , at temperatures where the wigner threshold approximation is valid . # 1#2 # 1#2#3 # 1#2#3 # 1#2 # 1#2#3 # 1#2","the adiabatic molecular potentials of @xmath0, @xmat","the adiabatic molecular potentials of @xmath0, @xmat","the adiabatic molecular potentials of @xmath0, @xmat"
"In telecommunication, a password length parameter is a basic parameter the value of which affects password strength against brute force attack and so is a contributor to computer security. One use of the password length parameters is in the expression , where is the probability that a password can be guessed in its lifetime, is the maximum lifetime a password can be used to log into a system, is the number of guesses per unit of time, and is the number of unique algorithm-generated passwords (the 'password space'). The degree of password security is determined by the probability that a password can be guessed in its lifetime. See also Key stretching Password cracking References Computer network security Password authentication","password length parameter affects password strength against brute force attack. the value of which affects","password length parameter affects password strength against brute force attack. the value of which affects","password length parameter affects password strength against brute force attack. the value of which affects"
"we present an ab initio study of the electronic stopping power of protons in copper over a wide range of proton velocities @xmath0 where we take into account non - linear effects . time - dependent density functional theory coupled with molecular dynamics is used to study electronic excitations produced by energetic protons . a plane - wave pseudopotential scheme is employed to solve the time - dependent kohn - sham equations for a moving ion in a periodic crystal . the electronic excitations and the band structure determine the stopping power of the material and alter the interatomic forces for both channeling and off - channeling trajectories . our off - channeling results are in quantitative agreement with experiments , and at low velocity they unveil a crossover region of superlinear velocity dependence ( with a power of @xmath1 ) in the velocity range @xmath2 , which we associate to the copper crystalline electronic band structure . the results are rationalized by simple band models connecting two separate regimes . we find that the limit of electronic stopping @xmath3 is not as simple as phenomenological models suggest and it plagued by band - structure effects .","we present an ab initio study of the electronic stopping power of protons in copper over a","we present an ab initio study of the electronic stopping power of protons in copper over a","we present an ab initio study of the electronic stopping power of protons in copper over a"
"(CNN) -- Real estate mogul and television celebrity Donald Trump, who generated a media publicity blitz by saying he might run for president in 2012, announced Monday that he will instead remain a businessman. ""After considerable deliberation and reflection, I have decided not to pursue the office of the presidency,"" Trump said in a statement. With his typical bravado, Trump maintained that he would have won the Republican primary and the general election, but recognized that ""running for public office cannot be done half-heartedly."" RNC chairman: ""It's his choice"" | Was he ever serious? ""Ultimately, however, business is my greatest passion and I am not ready to leave the private sector,"" Trump said in the statement. Trump's flirtation with running for the Republican nomination included his demand that President Barack Obama make public his full birth certificate from Hawaii. Mike Huckabee takes himself out of contention . Obama previously had provided a shorter version that serves as the public record in Hawaii, but amid the media glare on the issue raised in part by Trump's repeated questioning of whether the so-called long version of the document existed, the president released it last month.","real estate mogul and television celebrity Donald Trump announced he will remain a businessman.","real estate mogul and television celebrity Donald Trump announced he will remain a businessman.","real estate mogul and television celebrity Donald Trump announced he will remain a businessman."
"Fionn (, ) is a masculine given name in Irish and Scottish Gaelic. It is derived from a byname meaning ""white"" or ""fair-haired"". It is the modern variant of Old and Middle Irish: Find and Finn. Notable people with the name include: Fionn Carr, Irish rugby union player Fionn Fitzgerald, Irish football player Fionn MacColla, Scottish novelist Fionn mac Cumhaill, figure from Irish mythology Fionn McLoughlin, Irish rugby union player Fionn O'Shea, Irish actor Fionn Regan, Irish folk musician Fionn Whitehead, English actor See also Fionn Bheinn, Scottish mountain Irish-language masculine given names Scottish Gaelic masculine given names","fionn is a masculine given name in Irish and Scottish Gaelic. it","fionn is a masculine given name in Irish and Scottish Gaelic. it","fionn is a masculine given name in Irish and Scottish Gaelic. it"
"AAAS may refer to: American Academy of Arts and Sciences, a learned society and center for policy research; the publisher of the journal Dædalus American Association for the Advancement of Science, an organization that supports scientific collaboration, education, and outreach; the publisher of the journal Science Association for Asian American Studies, an organization that promotes teaching and research in Asian American studies Associate of the American Antiquarian Society AAAS (gene), a human gene responsible for triple-A syndrome (achalasia, adrenocortical insufficiency, alacrimia)","AAAS is a human gene responsible for triple-A syndrome. the gene is responsible for","AAAS is a human gene responsible for triple-A syndrome. the gene is responsible for","AAAS is a human gene responsible for triple-A syndrome. the gene is responsible for"
"By . Simeon Gholam . Follow @@SimGholam . Borussia Dortmund fans are well-known for their impressive vocal displays during matches, and they proved their reputation once again as they joined in a superb rendition of You'll Never Walk Alone at Anfield on Sunday. The German club were on Merseyside for a pre-season friendly, but the 1,000+ fans who made the journey were determined to make themselves heard. Having taken the Anfield anthem to their hearts in recent years, the noise before the game was sensational, and it was captured in the ground by Borussia Dortmund's official Instagram account. Unfortunately for the travelling fans, however, the result did not match the support as Dortmund went down 4-0 to a rampant Liverpool attack. Daniel Sturridge opened the scoring after 10 minutes, before Dejan Lovren netted from a corner just a few minutes later. Phillippe Coutinho and Jordan Henderson then added to the scoreline after half time, but it did not dampen the German fans spirits, who sang right through until the end.","Borussia Dortmund fans joined in a superb rendition of You'll Never Walk Alone.","Borussia Dortmund fans joined in a superb rendition of You'll Never Walk Alone.","Borussia Dortmund fans joined in a superb rendition of You'll Never Walk Alone."
"Robert Pacho (August 1, 1911 – May 1, 1978) was an American professional boxer who competed from 1928 to 1941, twice challenging for the welterweight world title in 1939. After Bert Colima's career was over, Pacho was Mexican fans' most popular boxer. Early life Pacho broke into the professional boxing ranks while working as a farm mechanic in El Centro, California. Professional career Pacho fought many well known fighters during his career, including legends Barney Ross, and Henry Armstrong. His career lasted from 1929–1941 and his professional record was 78-67-15 with 37 Knockouts. His two bouts with Henry Armstrong were for the world Welterweight title, one held in Havana, Cuba. Pacho lost both by fourth round technical knockout. References External links American boxers of Mexican descent Boxers from Arizona Welterweight boxers 1911 births 1978 deaths American male boxers","Robert Pacho was an american professional boxer who competed from 1928 to 1941. he","Robert Pacho was an american professional boxer who competed from 1928 to 1941. he","Robert Pacho was an american professional boxer who competed from 1928 to 1941. he"
"Pavement may refer to: Pavement (architecture), an outdoor floor or superficial surface covering.. Road surface, the durable surfacing of roads and walkways Asphalt concrete, a common form of road surface Sidewalk or pavement, a walkway along the side of a road Cool pavement, is pavement that delivers higher solar reflectance than conventional dark pavement. Pavement (York), a street in York, in England Geology Limestone pavement, a naturally occurring landform that resembles an artificial pavement Desert pavement, a desert ground surface covered with closely packed rock fragments of pebble and cobble size Tessellated pavement, a rare sedimentary rock formation that occurs on some ocean shores Glacial striation or glacial pavement, a rock surface scoured and polished by glacial action Arts and entertainment Pavement (band), an indie rock band from Stockton, California, US Pavement (magazine), a youth culture magazine See also Portuguese pavement, the traditional paving used in most pedestrian areas in Portugal Pave (disambiguation) PAVE, a United States military electronic system program","pavement is pavement that delivers higher solar reflectance than dark pavement. asphalt is a common form","pavement is pavement that delivers higher solar reflectance than dark pavement. asphalt is a common form","pavement is pavement that delivers higher solar reflectance than dark pavement. asphalt is a common form"
"The New York Saints are a former member of the National Lacrosse League. They played at the Nassau Coliseum in Uniondale, New York, from 1989 to 2003. They became an inactive team after the 2002–03 season and were officially defunct in 2006. The Saints had played in the Major Indoor Lacrosse League from 1987 to 1988 in New Jersey (at Brendan Byrne Arena) as the New Jersey Saints. The Saints won the 1988 MILL championship. Awards and honors All-time record Playoff results Defunct National Lacrosse League teams Sports in Long Island Lacrosse teams in New York (state) Lacrosse clubs established in 1989 Lacrosse clubs disestablished in 2003 Major Indoor Lacrosse League teams 1999 establishments in New York (state) 2003 disestablishments in New York (state)","the saints played in the major indoor lacrosse league from 1987 to 1988. they became","the saints played in the major indoor lacrosse league from 1987 to 1988. they became","the saints played in the major indoor lacrosse league from 1987 to 1988. they became"
"In criminology the term situational offender is used in several meanings, their common denominator being nontypical character of the offense in question for the person according to some criteria. General criminology Following the classical study of Martin R. Haskell and Lewis Yablonsky Criminology - Crime and Criminality (1974), a situational offender, as opposed to a career criminal, is a person who committed a crime under certain circumstances, but normally is not inclined to commit crimes and is unlikely to repeat the offense. Sex crimes In sex crimes, a situational sex offender is one whose offense is associated with situational sexual behavior, i.e., sexual behavior different from the person's usual habits. This term is in an opposition to the preferential offender, whose offense is associated with the person's preferential behavior. For example, a preferential child molester is exclusively involved with children, whereas the situational ones are normally engaged in sexual behavior within their peer group. References Criminology","situational offender is a person who committed a crime under certain circumstances. this term","situational offender is a person who committed a crime under certain circumstances. this term","situational offender is a person who committed a crime under certain circumstances. this term"
"we will consider two special families of polynomial perturbations of the linear center . for the resulting perturbed systems , which are generalized linard systems , we provide the exact upper bound for the number of limit cycles that bifurcate from the periodic orbits of the linear center . limit cycle , linard system , periodic orbit","we will consider two special families of polynomial perturbations of the linear center. for","we will consider two special families of polynomial perturbations of the linear center. for","we will consider two special families of polynomial perturbations of the linear center. for"
"A jug is a type of container commonly used to hold a liquid. Jug may also refer to: Places The Jug, an island in West Virginia, United States Jug Rock, a natural geological formation outside of Shoals, Indiana, United States Jug Sport Hall, an indoor arena in Osijek, Croatia Cepotina, a Serbian Army base also known as Jug Jug II, a city district of Osijek, Croatia Slang Jugs, a slang term for women's breasts, especially large ones Jug, a slang term for prison Australian term for an electric kettle, New Zealand term for a kettle People Jug (nickname) Jug Suraiya, Indian journalist, author and columnist Jug (surname) Other uses Jug, a nickname for the P-47 Thunderbolt fighter aircraft VK Jug, a water polo club from Dubrovnik, Croatia Jug (instrument), used for rhythmic bass accompaniment Jug wine, a term used for inexpensive table wine Jug Tavern, a historic structure in Ossining, New York, United States Jug (album), by jazz saxophonist Gene Ammons Jug fishing, a method of fishing that uses lines suspended from floating jugs See also Juggs, a U.S. soft-core pornographic magazine Jugging","a jug is a type of container commonly used to hold a liquid.","a jug is a type of container commonly used to hold a liquid.","a jug is a type of container commonly used to hold a liquid."
"The Gerald Lampert Memorial Award is made annually by the League of Canadian Poets to the best volume of poetry published by a first-time poet. It is presented in honour of poetry promoter Gerald Lampert. Each winner receives an honorarium of $1000. Winners and nominees References External links League of Canadian Poets Canadian poetry awards First book awards Awards established in 1981 1981 establishments in Canada","the Gerald Lampert Memorial Award is made annually by the League of Canadian Poets to","the Gerald Lampert Memorial Award is made annually by the League of Canadian Poets to","the Gerald Lampert Memorial Award is made annually by the League of Canadian Poets to"
"Balaenicipitidae is a family of birds in the order Pelecaniformes, although it was traditionally placed in Ciconiiformes. The shoebill is the sole extant species and its closest relative is the hamerkop (Scopus umbretta), which belongs to another family. It has the following genera: Balaeniceps †Goliathia (might belong in Balaeniceps) †Paludiavis Common characteristics A sharp hooked tip to the upper beak A furrow in the upper beak below the nasal openings An ossified septum Vestigial or absent expansor secundariorum muscle References Bird families Taxa named by Charles Lucien Bonaparte","balaenicipitidae is a family of birds in the order Pele","balaenicipitidae is a family of birds in the order Pele","balaenicipitidae is a family of birds in the order Pele"
"The following is a list of the 799 communes in the French department of Aisne. The communes cooperate in the following intercommunalities (as of 2020): Communauté d'agglomération Chauny Tergnier La Fère Communauté d'agglomération du Pays de Laon Communauté d'agglomération de la Région de Château-Thierry Communauté d'agglomération du Saint-Quentinois CA GrandSoissons Agglomération Communauté de communes du Canton de Charly-sur-Marne Communauté de communes du Canton d'Oulchy-le-Château Communauté de communes de la Champagne Picarde Communauté de communes du Chemin des Dames Communauté de communes de l'Est de la Somme (partly) Communauté de communes du Pays de la Serre Communauté de communes du Pays du Vermandois Communauté de communes Picardie des Châteaux Communauté de communes des Portes de la Thiérache Communauté de communes Retz en Valois Communauté de communes de la Thiérache du Centre Communauté de communes Thiérache Sambre et Oise Communauté de communes des Trois Rivières Communauté de communes du Val de l'Aisne Communauté de communes du Val de l'Oise References Aisne","the communes cooperate in the following intercommunalities (as of 2020). the","the communes cooperate in the following intercommunalities (as of 2020). the","the communes cooperate in the following intercommunalities (as of 2020). the"
"Melisende was a popular French name in the Middle Ages, and may refer to: Melisende, Queen of Jerusalem (1105–1161), Queen regnant of the Kingdom of Jerusalem Melisende, Viscountess of Châteaudun (died before 1040) Melisende of Arsuf (born before 1177), French noblewoman Melisende of Lusignan (1200–after 1249), Princess of Antioch Melisende of Montlhéry, grandmother of Melisende of Jerusalem Melisende of Piquigny, possible mother of Godfrey de Saint-Omer (11th–12th century) Melisende of Tripoli (fl. c. 1160), Cousin of the King of Jerusalem See also Melisande (disambiguation) Millicent (disambiguation)","Melisende was a popular French name in the Middle Ages. it may refer to","Melisende was a popular French name in the Middle Ages. it may refer to","Melisende was a popular French name in the Middle Ages. it may refer to"
"Anab (Anav) is a city mentioned in the Bible. It was one of the cities in the mountains of Judah from which Joshua expelled the Anakim. History Anav was located at the site of today's Khirbet Anab. It lies among the hills, south-south-west of Hebron, in the West Bank. Anab is mentioned in Joshua 11:21 -- ""And Joshua came at that time, and cut off the Anakim from the hill-country, from Hebron, from Debir, from Anab, and from all the hill-country of Judah, and from all the hill-country of Israel; Joshua utterly destroyed them with their cities."" -- Jewish Publication Society translation (1917). Later, Joshua 15:50 lists Anab as one of a number of sites incorporated into the hilly parts of the territory of the Tribe of Judah. References Book of Joshua Hebrew Bible cities Anakim Archaeological sites in the West Bank Tribe of Judah","Anab is mentioned in the bible in the bible. it was one of the cities in the","Anab is mentioned in the bible in the bible. it was one of the cities in the","Anab is mentioned in the bible in the bible. it was one of the cities in the"
"Bromide can refer to: In language: Bromide (language), a figure of speech meaning a tranquilizing phrase, cliché or platitude used as a verbal sedative In chemistry: Bromide, the anion of bromine, or any ionic salt containing bromide as the only anion, or (as a common name) any covalent compound containing bromine in the -1 oxidation state. Potassium bromide, an anticonvulsant and sedative (most pharmacologic information is here) Sodium bromide, an anticonvulsant and sedative In photography Bromide paper, paper coated with an emulsion of silver bromide, used primarily for photographic prints In Japanese culture Bromide (Japanese culture), commercial photographic portraits of celebrities including geisha, singers, actors and sports-people In geography Bromide, Oklahoma, a small village in the southern central part of the state. Bromide Basin, a basin in Utah","bromide is an anticonvulsant and sedative in photography. Sodium","bromide is an anticonvulsant and sedative in photography. Sodium","bromide is an anticonvulsant and sedative in photography. Sodium"
"(CNN) -- Investigators in the case of a missing Indiana University student hope forensic evidence will help them determine whether a decomposing body found in a creek Monday north of Indianapolis is connected with the disappearance of Lauren Spierer. Bloomington police are in contact with the Indianapolis Metropolitan police, the agency that recovered the body, but there is not enough information for police to ""determine the identity or a basic description of the body,"" Lt. William Parker said in a statement. Parker hopes a pending forensic examination will provide more information, his statement said. CNN affiliates reported an autopsy on the female body will be performed Tuesday. Bloomington police have been searching for Spierer, 20, since June 2, when she was last seen leaving a sports bar in Bloomington after a night out with friends. In mid-June, police had found possible new clues to Spierer's disappearance -- images of a white pick-up truck caught on a security surveillance video. But they ruled out a connection and were back to square one. Officials have received thousands of tips but none so far have yielded anything concrete.","forensic evidence will help determine if a decomposing body is connected with the disappearance of","forensic evidence will help determine if a decomposing body is connected with the disappearance of","forensic evidence will help determine if a decomposing body is connected with the disappearance of"
"For many, Cristiano Ronaldo is currently the best player on the planet ahead of nearest rival Lionel Messi. With over 100million 'likes' on Facebook and 30m fans following him on Twitter, the Real Madrid and Portugal star is easily one of the most famous faces in football and for that reason huge companies across the globe clamber for a piece of Ronaldo. Here, Sportsmail shows you Ronaldo's incredible list of sponsorship endorsements which net him approximately £26.5million a year (and his earnings jump to £41.5m a year when you factor in his Real wage!) We're not sure how much KFC he eats though, with that physique... Cristiano Ronaldo has more than 100million Facebook likes and over 30million followers on Twitter . Cristiano Ronaldo and his Real Madrid team-mates braved adverse weather during Tuesday's training session . Ronaldo pulls his snood over his head during Real Madrid's training session on Tuesday evening . Ronaldo gives a thumbs up to his fans who waited to catch a glimpse of the frontman outside the Hilton hotel . VIDEO Liverpool host Real in European epic .","Cristiano Ronaldo has more than 100million facebook likes and 30m followers on twitter.","Cristiano Ronaldo has more than 100million facebook likes and 30m followers on twitter.","Cristiano Ronaldo has more than 100million facebook likes and 30m followers on twitter."
"(CNN) -- More than 4,000 passengers and crew were stuck on a cruise ship since an engine room fire cut power and left the ship listing four days ago. Passengers confirmed uncomfortable conditions aboard the Carnival Triumph, saying urine and feces streamed in the halls and down walls after toilet facilities failed. The smells from waste and spoiling food, as well as a lack of air conditioning, have made it a trip to remember. As the ship was slowly pulled to a dock in Mobile, Alabama, frustrated passengers shared their thoughts and stories on social media sites such as Twitter, Facebook and Instagram. You can read their stories below. . If you're unable to see the Storify page above, please click this link.","passengers and crew stuck on a cruise ship since an engine room fire cut power. urine and","passengers and crew stuck on a cruise ship since an engine room fire cut power. urine and","passengers and crew stuck on a cruise ship since an engine room fire cut power. urine and"
"a pedagogical overview of strange quark matter and strange stars is presented . after a historical notation of the research and an introduction to quark matter , a major part is devoted to the physics and astrophysics of strange stars , with attention being paid to the possible ways by which neutron stars and strange stars can be distinguished in astrophysics . recent possible evidence for _ bare _ strange stars is also discussed . # 1_#1 _ # 1_#1 _ = # 1 1.25 in .125 in .25 in","a pedagogical overview of strange quark matter and strange stars is presented.","a pedagogical overview of strange quark matter and strange stars is presented.","a pedagogical overview of strange quark matter and strange stars is presented."
"The year 618 BC was a year of the pre-Julian Roman calendar. In the Roman Empire, it was known as year 136 Ab urbe condita . The denomination 618 BC for this year has been used since the early medieval period, when the Anno Domini calendar era became the prevalent method in Europe for naming years. Events King Qing of Zhou succeeds his father King Xiang of Zhou as ruler of the Chinese Zhou Dynasty. Births Deaths Duke Gong of Cao, ruler of the state of Cao References","the year 618 BC was a year of the pre-Julian Roman calendar.","the year 618 BC was a year of the pre-Julian Roman calendar.","the year 618 BC was a year of the pre-Julian Roman calendar."
"we report on a concept inventory for special relativity : the development process , data analysis methods , and results from an introductory relativity class . the relativity concept inventory tests understanding of kinematic relativistic concepts . an unusual feature is confidence testing for each question . this can provide additional information ; for example high confidence correlated with incorrect answers suggests a misconception . a novel aspect of our data analysis is the use of monte carlo simulations to determine the significance of correlations . this approach is particularly useful for small sample sizes , such as ours . our results include a gender bias that was not present in other assessment , similar to that reported for the force concept inventory .","we report on a concept inventory for special relativity : the development process, data analysis","we report on a concept inventory for special relativity : the development process, data analysis","we report on a concept inventory for special relativity : the development process, data analysis"
"The sixth suspect in the gang rape and killing of a 23-year-old woman is a minor and will be tried in juvenile court, police said Monday. The 17-year-old boy, whose name has not been released, was arrested by police in December and accused of taking part in the December 16 assault aboard a New Delhi bus. Police said the suspects attacked the woman and her male companion on a bus, robbed them and dumped them by the side of the road. The woman was badly injured in the attack. She died two weeks later after being flown to Singapore for treatment. The man survived. The five adult suspects are being tried in a ""fast-track"" court designed to bypass red tape. Hearings began last week, but details about what happens in court cannot be reported under a judge's ruling imposing restrictions on coverage of the case. The case has gripped India and led to calls for stricter laws on sexual assault and changes in cultural attitudes toward women in India, where most women have stories of sexual harassment and abuse on public transportation or on the streets, according to the Indian Council on Global Relations.","the 17-year-old boy is accused of taking part in the gang rape and","the 17-year-old boy is accused of taking part in the gang rape and","the 17-year-old boy is accused of taking part in the gang rape and"
"Paul Alexandre René Janet (30 April 1823 – 4 October 1899) was a French philosopher and writer. Biography Born in Paris, he became professor of moral philosophy at Bourges (1845–1848) and Strasbourg (1848–1857), and of logic at the lycée Louis-le-Grand, Paris (1857–1864). In 1864 he was appointed to the chair of philosophy at the Sorbonne, and elected a member of the academy of moral and political sciences. He wrote widely on philosophy, politics and ethics, on idealistic lines: La Famille, Histoire de la philosophie dans l'antiquité et dans le temps moderne, Histoire de la science politique, Philosophie de la Revolution Française, etc. However, in the opinion of 1911 Encyclopædia Britannica, these writings are not characterised by much originality of thought. In philosophy he was a follower of Victor Cousin, and through him of G. W. F. Hegel. His principal work, Théorie de la morale, owes much to Immanuel Kant. Works The Materialism of the Present Day, a Critique of Dr. Büchner's System Notes References External links 1823 births 1899 deaths University of Bourges faculty University of Strasbourg faculty University of Paris faculty French philosophers French essayists École Normale Supérieure alumni French male essayists","he became professor of moral philosophy at Bourges (1845–1848) and Strasbourg (1848–","he became professor of moral philosophy at Bourges (1845–1848) and Strasbourg (1848–","he became professor of moral philosophy at Bourges (1845–1848) and Strasbourg (1848–"
"This is a list of tariffs and trade legislation: List of tariffs in Canada List of tariffs in China List of tariffs in France List of tariffs in Germany List of tariffs in India List of tariffs in Pakistan List of tariffs in Russia List of tariffs in South Africa List of tariffs in the United Kingdom List of tariffs in the United States History of international trade International trade-related lists","list of tariffs and trade legislation: List of tariffs in canada List of tariffs in china","list of tariffs and trade legislation: List of tariffs in canada List of tariffs in china","list of tariffs and trade legislation: List of tariffs in canada List of tariffs in china"
"Fallen Leaf Lake, once called Dead Lake, is a lake in Camas, Washington. Once home to Dead Lake Cemetery, its graves were moved to Camas Cemetery in 1984. This property had been owned by the local Camas paper mill for decades. Most recently, the mill was owned by the Georgia-Pacific Corporation, a subsidiary of Koch Industries, Inc. In 2011, the property surrounding Fallen Leaf Lake was purchased from Koch RP Holdings I, LLC by the City of Camas, Washington for use as a city park. References Camas, Washington Lakes of Clark County, Washington Lakes of Washington (state)","Fallen Leaf Lake was once home to Dead Lake Cemetery. it was moved to Camas","Fallen Leaf Lake was once home to Dead Lake Cemetery. it was moved to Camas","Fallen Leaf Lake was once home to Dead Lake Cemetery. it was moved to Camas"
"In telecommunication, the Aeronautical Emergency Communications System Plan (AECS) provides for the operation of aeronautical communications stations, on a voluntary, organized basis, to provide the President and the Federal Government, as well as multiple heads of state and local governments, or their designated representatives, and the aeronautical industry with an expeditious means of communications during an emergency. References Title 47 of the Code of Federal Regulations Telecommunications in the United States Emergency communication","the AECS provides for the operation of aeronautical communications stations. the AECS","the AECS provides for the operation of aeronautical communications stations. the AECS","the AECS provides for the operation of aeronautical communications stations. the AECS"
"Corneille is a given name and surname. Notable people with the name include: Given name Corneille of Berghes (1490?–1560?), Prince-bishop of Liège Corneille of Burgundy (1420–1452), an illegitimate son of Philip the Good, Duke of Burgundy Corneille de Lyon (died 1575), Dutch portrait painter Corneille Guillaume Beverloo (1922–2010), Dutch painter Corneille Cacheux (1687–1738), French pipe-organ maker Corneille Ewango, Congolese environmentalist Corneille Heymans (1892–1968), Belgian physiologist Surname Marcelle Corneille (1923–2019), Canadian administrator and educator Mark Corneille (born 1986), English footballer Michel Corneille the Elder (c. 1601–1664), French painter, etcher, and engraver Michel Corneille the Younger (1642–1708), French painter, etcher and engraver, son of the above Pierre Corneille (1606–1684), French dramatist Thomas Corneille (1625–1709), French dramatist Stage name Corneille (singer), stage name of Rwandan–Canadian rhythm and blues singer Cornelius Nyungura (born 1977) See also Lycée Corneille (disambiguation), schools Masculine given names","notable people with the name include: Given name Corneille of Berghes (1490?","notable people with the name include: Given name Corneille of Berghes (1490?","notable people with the name include: Given name Corneille of Berghes (1490?"
"(CNN) -- Rubber ducky, you ARE the one -- the chosen one, that is, for this year's induction into the National Toy Hall of Fame. The rubber duck shares the honor with the game of chess as a fellow 2013 inductee, announced today on the hall's website. Inductees are selected on the basis of several factors including icon-status, longevity and innovation. Rubber duck and chess squeaked and check mated past 10 other finalists, including Teenage Mutant Ninja Turtles, Pac-Man and My Little Pony to win this year's honor. Toys previously inducted into the Hall of Fame include Monopoly (1998), roller Skates (1999), jack-in-the-box (2005) and last year's inductees: Star Wars action figures and dominoes. The National Toy Hall of Fame is in Rochester, New York. Which toy got your vote? Tell us on CNN Living's Facebook page, or on Twitter @CNNLiving.","rubber ducky shares the honor with the game of chess as a fellow 2013 induct","rubber ducky shares the honor with the game of chess as a fellow 2013 induct","rubber ducky shares the honor with the game of chess as a fellow 2013 induct"
"This is a list of the lists of islands in the world grouped by country, by continent, by body of water, and by other classifications. For rank-order lists, see the other lists of islands below. Lists of islands by country Africa Antarctica Asia Europe North America Oceania South America Lists of islands by continent Lists of islands by body of water By ocean: By other bodies of water: List of ancient islands Other lists of islands External links Island Superlatives","list of islands grouped by country, by continent, by body of water. list of islands","list of islands grouped by country, by continent, by body of water. list of islands","list of islands grouped by country, by continent, by body of water. list of islands"
"(CNN)Scarlett Johansson has become the go-to woman for action movies. After major turns in movies such as ""The Avengers"" and ""Lucy,"" Variety reports that the actress won the lead role in DreamWorks' live-action version of ""Ghost in the Shell."" Johansson's casting lit up social media on Monday because of the hardcore fan base from the original anime film from 1995, which was based on a manga series. The original film is considered a cyberpunk classic. It's about a future society where people have cyberbrains, allowing them to plug into computer networks. A police force is assigned specifically to track down hackers, including the movie's main character, Major Motoko Kusanagi. Part science fiction, part crime drama, it has been praised for what were then advanced animation techniques. DreamWorks' Steven Spielberg has been wanting to adapt the movie for many years, and Rupert Sanders is attached to direct.","actress won lead role in ""Ghost in the Shell"" the original anime film is considered a","actress won lead role in ""Ghost in the Shell"" the original anime film is considered a","actress won lead role in ""Ghost in the Shell"" the original anime film is considered a"
"the success of density functional theory for the description of the adsorption of atoms on surfaces is well established , and based on recent calculations using gradient corrections , it has been shown that it also describes well the dissociative adsorption of molecules at surfaces admittedly however , the data base for reactions at surfaces is still somewhat small . in the present paper the power of density functional theory calculations is demonstrated by investigations for two different adsorption systems , namely , one with a strongly electropositive adsorbate [ na on al(111 ) ] and one with a strongly electronegative adsorbate [ o on ru(0001 ) ] . in each case , new hitherto not expected adsorbate phases have been predicted by the theory : for na on al(111 ) the stability of a `` four - layer '' surface alloy was identified while for o on ru(0001 ) it was predicted that the formation of a @xmath0-o adlayer should be possible which implies that the apparent saturation coverage of @xmath1 is due to kinetic hindering .","the power of density functional theory calculations is demonstrated by investigations for two different adsorption systems","the power of density functional theory calculations is demonstrated by investigations for two different adsorption systems","the power of density functional theory calculations is demonstrated by investigations for two different adsorption systems"
"we present a fully automatic method for music classification , based only on compression of strings that represent the music pieces . the method uses no background knowledge about music whatsoever : it is completely general and can , without change , be used in different areas like linguistic classification and genomics . it is based on an ideal theory of the information content in individual objects ( kolmogorov complexity ) , information distance , and a universal similarity metric . experiments show that the method distinguishes reasonably well between various musical genres and can even cluster pieces by composer .","we present a fully automatic method for music classification, based only on compression of strings that","we present a fully automatic method for music classification, based only on compression of strings that","we present a fully automatic method for music classification, based only on compression of strings that"
